State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"S","Good","54732","02311000100001","ALLEGHENY","Pittsburgh City","1/4 MI NW OF I-376","SHALER STREET","SR 19","STATE HIGHWAY AGENCY","140","4816","2","Steel","I-welded beams","2019","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","4662"
"S","Good","54748","02301400101604","ALLEGHENY","South Park Township","@ S.PARK SEWAGE PLANT","PINEY FORK RD","CATFISH RUN","STATE HIGHWAY AGENCY","21","682.50","1","Concrete (precast)","Box culvert","2018","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","3741"
"S","Good","55032","02091002700621","ALLEGHENY","West Deer Township","2.4 mi SE of SR 0008","SR 0910","Deer Creek","STATE HIGHWAY AGENCY","48","1603.20","1","Prestressed precast concrete (P/S)","Box beam - adj","2019","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","4972"
"S","Good","55738","02403601303392","ALLEGHENY","Bell Acres Borough, Economy Borough","0.6 Mi. NW of SR 4045","Bg Swkly Crk Rd","Big Sewickley Creek","STATE HIGHWAY AGENCY","93","3813","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2020","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","4612"
"S","Good","55796","02303500301023","ALLEGHENY","Whitehall Borough","150' West of S.R. 0051","Stewart Avenue","East Br. of Weyman Run","STATE HIGHWAY AGENCY","15","540","1","Concrete (cast in place)","Box culvert","2018","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","7314"
"S","Good","55828","02201300201026","ALLEGHENY","Forward Township","3/4 MI N OF SR 0136","Elizabeth Road","Branch of Beckets Run","STATE HIGHWAY AGENCY","18","495","1","Concrete (precast)","Box culvert","2018","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","236"
"S","Good","55854","02400900900471","ALLEGHENY","Ross Township","Runs Along SR 4009","Babcock Blvd","Nelson Run","STATE HIGHWAY AGENCY","14","0","2","Concrete (precast)","Box culvert","2019","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","0"
"S","Good","56071","02401700600398","ALLEGHENY","Shaler Township","250'W.OF SR 4006","Wetzel Road","Little Pine Creek","STATE HIGHWAY AGENCY","54","1944","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2020","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","4230"
"S","Good","56761","02304800320001","ALLEGHENY","North Fayette Township","1 MI.N.E./WASH.CO.LINE","NOBLESTOWN ROAD","BRANCH ROBINSON RUN","STATE HIGHWAY AGENCY","23","690","1","Concrete (precast)","Box culvert","2019","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","2727"
"S","Good","57373","02005107803736","ALLEGHENY","Moon Township","AT SR 3089 INT","Stoops Ferry Road","Flaugherty Run","STATE HIGHWAY AGENCY","80","4616","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2019","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","8 - Very Good","N - Not applicable.","SPC","10982"
"S","Good","67521","02215200200323","ALLEGHENY","Wilkins Township","500' SO. OF BUS. RT.22","SOUTH BEND LANE","CHALFONT RUN","STATE HIGHWAY AGENCY","26","780","1","Concrete (precast)","Box culvert","2020","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","1592"
"S","Good","68105","02004801002041","ALLEGHENY","Elizabeth Township","@ INTER W/ SR 2025","BOSTON HOLLOW RD","BOSTON HOLLOW RUN","STATE HIGHWAY AGENCY","14","420","1","Concrete (precast)","Box culvert","2021","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","7211"
"S","Good","68423","02401200501286","ALLEGHENY","Ross Township","@ INTER.WITH WILLIAM ST.","UNION AV","SPRUCE RUN","STATE HIGHWAY AGENCY","9","198","1","Concrete (precast)","Pipe culvert","2021","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","8 - Very Good","SPC","7764"
"S","Fair","482","02000800501716","ALLEGHENY","Wilkinsburg Borough","PENN AVE WILKINSBURG","PENN AVENUE","STORM SEWER","STATE HIGHWAY AGENCY","13","520","1","Concrete (cast in place)","Slab (solid)","1934","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","15979"
"S","Fair","488","02000801800048","ALLEGHENY","Pittsburgh City, Sharpsburg Borough","62nd Street Bridge","62nd Street Bridge","N&S RR, S.MAIN ST. RIVER","STATE HIGHWAY AGENCY","2106","112671","16","Steel","Truss - deck","1960","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","13887"
"S","Fair","491","02000801802416","ALLEGHENY","Etna Borough, Shaler Township, Sharpsburg Borough","62nd Street Bridge","SR 8 NB","RT.28,RAILROAD,LOCAL ST.","STATE HIGHWAY AGENCY","772","17910.40","11","Steel","I beams","1960","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","5 - Fair","N - Not applicable.","SPC","16758"
"S","Fair","492","02000801812418","ALLEGHENY","Etna Borough","62nd Street Bridge","SR 8 SB","70 PAR 72 LOCAL RR","STATE HIGHWAY AGENCY","698","17101","11","Steel","I beams","1960","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","5 - Fair","N - Not applicable.","SPC","16107"
"S","Fair","495","02000802100471","ALLEGHENY","Shaler Township","450'S.OF SR 1013","RT 0008 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","111","6882","1","Concrete (cast in place)","Arch deck - closed","1925","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","32865"
"S","Fair","496","02000802100974","ALLEGHENY","Shaler Township","NEAR INT WITH SAXONBURG B","RT 0008 NB SB","PINE CREEK,NEAR FLOOD CH","STATE HIGHWAY AGENCY","67","4422","1","Concrete (cast in place)","Arch deck - closed","1925","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","32865"
"S","Fair","497","02000802400248","ALLEGHENY","Shaler Township","0.8 MI N OF SR 1013","RT 0008 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","63","3402","1","Concrete (cast in place)","Arch deck - closed","1912","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","21271"
"S","Fair","498","02000802600293","ALLEGHENY","Shaler Township","150'N.SPENCER LANE","RT 0008 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","60","3408","1","Concrete encased steel","I beams","1933","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","21271"
"S","Fair","499","02000802800000","ALLEGHENY","Shaler Township","250' S.E. OF SR 4060","RT 0008 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","57","3870.30","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1933","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","21271"
"S","Fair","500","02000802902024","ALLEGHENY","Shaler Township","150' NORTH OF SR 4024","RT 0008 NB SB","BRANCH OF PINE CREEK","STATE HIGHWAY AGENCY","15","720","1","Concrete (cast in place)","Slab (solid)","1959","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","21274"
"S","Fair","501","02000803001095","ALLEGHENY","Hampton Township","600'SOUTH OF DUNCAN AVE.","RT 0008 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","91","5551","1","Prestressed precast concrete (P/S)","Box beam - adj","1959","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","21274"
"S","Fair","506","02000804400000","ALLEGHENY","Richland Township","RICHLAND OVER LR 02273","RT 0008 NB SB","SR 4068-RED BELT","STATE HIGHWAY AGENCY","50","2575","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1984","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","25100"
"S","Fair","509","02000804400217","ALLEGHENY","Richland Township","AT SR 4068","RT 0008 NB SB","DEER CREEK","STATE HIGHWAY AGENCY","8","384","1","Concrete (cast in place)","Arch culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","25100"
"S","Fair","511","02000804600385","ALLEGHENY","Richland Township","5/6 MI. NORTH OF SR 0910","RT 0008 NB SB","BR.GLADE RUN","STATE HIGHWAY AGENCY","14","672","1","Concrete (cast in place)","Arch culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","16550"
"S","Fair","515","02001900902324","ALLEGHENY","Mount Lebanon Township","@ INTER.W/SR 3038","WASHINGTON RD","PAINTERS RUN","STATE HIGHWAY AGENCY","8","480","1","Concrete (cast in place)","Arch culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","24035"
"S","Fair","516","02001901712440","ALLEGHENY","Pittsburgh City","NEAR CARNAHAN RD","SR 0019 NB SB","LITTLE SAW MILL RUN","STATE HIGHWAY AGENCY","17","1020","1","Concrete (cast in place)","Box culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","23258"
"S","Fair","517","02001901800909","ALLEGHENY","Pittsburgh City","NEAR CARNAHAN ROAD","BANKSVILLE RD","LITTLE SAW MILL RUN","STATE HIGHWAY AGENCY","12","684","1","Concrete (cast in place)","Box culvert","1956","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","23258"
"S","Fair","518","02001901910700","ALLEGHENY","Pittsburgh City","UNDER 19 SB NEAR CRANE AV","BANKSVILLE RD","LITTLE SAW MILL RUN","STATE HIGHWAY AGENCY","15","780","1","Concrete (cast in place)","Box culvert","1954","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","23258"
"S","Fair","519","02001902001392","ALLEGHENY","Pittsburgh City","NEAR PARKWAY INTERCHANGE","BANKSVILLE RD","LITTLE SAW MILL RUN","STATE HIGHWAY AGENCY","12","624","1","Concrete (cast in place)","Box culvert","1954","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","28530"
"S","Fair","521","02001902100395","ALLEGHENY","Pittsburgh City","NEAR RUNAWAY TRUCK RAMP","BANKSVILLE RD","LITTLE SAW MILL RUN","STATE HIGHWAY AGENCY","12","528","1","Concrete (cast in place)","Box culvert","1954","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","13742"
"S","Fair","526","02001902310000","ALLEGHENY","Pittsburgh City","400'S.W.OF FT.PITT TUNNEL","SR 0051 SB","SR 0376  EB-WB","STATE HIGHWAY AGENCY","183","7246.80","4","Steel","I beams","1953","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","16674"
"S","Fair","531","02005104410526","ALLEGHENY","Pittsburgh City","19&51 SB @ W.END CIRCLE","SAW MILL RUN BL","SAW MILL RUN","STATE HIGHWAY AGENCY","64","1600","1","Concrete (cast in place)","Arch culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","3519"
"S","Fair","533","02001902801347","ALLEGHENY","Pittsburgh City","West End Bridge","SR 19","65 NB&SB,RAMP H,& RAMP C","STATE HIGHWAY AGENCY","803","35733.50","8","Steel","I-welded beams","1991","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","37520"
"S","Fair","535","02001902800126","ALLEGHENY","Pittsburgh City","West End Bridge","West End Bridge","OHIO RIVER, CSX RR","STATE HIGHWAY AGENCY","1221","52136.70","4","Steel","Arch - thru","1930","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","37520"
"S","Fair","538","02001904101068","ALLEGHENY","Ross Township","IVORY AVE INTERSECTION","SR 0019","SR 0279","STATE HIGHWAY AGENCY","214","10272","1","Steel","I-welded beams","1986","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","4682"
"S","Fair","539","02001905502307","ALLEGHENY","McCandless Township","150' SOUTH OF PINE CR.RD.","SR 0019 NB SB","PINE CREEK","STATE HIGHWAY AGENCY","26","1534","1","Concrete (cast in place)","Arch culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","11017"
"S","Fair","543","02001906500841","ALLEGHENY","Marshall Township","200' NORTH OF SR 4050","SR 0019 NB SB","BRANCH BRUSH CREEK","STATE HIGHWAY AGENCY","17","1360","1","Concrete (cast in place)","Box culvert","1949","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","24550"
"S","Fair","544","02001906700480","ALLEGHENY","Marshall Township","300' SOUTH OF SR 0079 NB","SR 0019 NB SB","BRUSH CREEK","STATE HIGHWAY AGENCY","16","1280","1","Concrete (cast in place)","Box culvert","1971","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","22282"
"S","Fair","546","02001906800605","ALLEGHENY","Marshall Township","150'S.OF BRUSH CREEK ROAD","SR 0019 NB SB","BRANCH BRUSH CREEK","STATE HIGHWAY AGENCY","14","1162","1","Concrete (cast in place)","Box culvert","1949","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","27766"
"S","Fair","547","02002200100659","ALLEGHENY","North Fayette Township","761'E.OF WASH.CO.LINE","SR 0022 SH","POTATO GARDEN RD.","STATE HIGHWAY AGENCY","260","16640","4","Prestressed precast concrete (P/S)","Box beam - (spread)","1964","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","22738"
"S","Fair","548","02002200200000","ALLEGHENY","North Fayette Township","150'N.OF SR3053","RT 0022 EB WB","OLD STEUBENVILLE PIKE","STATE HIGHWAY AGENCY","236","19234","3","Prestressed precast concrete (P/S)","I beams","1963","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","22738"
"S","Fair","550","02002200600771","ALLEGHENY","North Fayette Township","OVER US 30 & TR 978","RT 0022 EB WB","SR 0978","STATE HIGHWAY AGENCY","160","15360","3","Steel","I-welded beams","1966","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","24300"
"S","Fair","552","02002201200000","ALLEGHENY","North Fayette Township","OVER SR 3103 (McKee Road)","RT 0022 EB WB","SR 3103- Mckee Road","STATE HIGHWAY AGENCY","140","12460","3","Steel","I beams","1964","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","24300"
"S","Fair","555","02002201401291","ALLEGHENY","Robinson Township","SR 0022/30 OVER SR 0376","SR 22/30","SR 0376 EB WB","STATE HIGHWAY AGENCY","150","12735","3","Steel","I-riveted beams","1950","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","24300"
"S","Fair","557","02037606200203","ALLEGHENY","Collier Township, Robinson Township","AT INT W/ MCMICHAEL ROAD","PARKWAY WEST","MCMICHAEL ROAD","STATE HIGHWAY AGENCY","107","10111.50","3","Steel","I beams","1951","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","49873"
"S","Fair","562","02002202503482","ALLEGHENY","Monroeville Borough","3/4 MI. EAST OF TURNPIKE","US 0022 EB WB","THOMPSON RUN","STATE HIGHWAY AGENCY","16","1056","1","Concrete (cast in place)","Arch culvert","1943","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","53266"
"S","Fair","564","02002202700000","ALLEGHENY","Monroeville Borough","300' EAST OF ELLIOT RD.","US 0022 EB WB","THOMPSON RUN","STATE HIGHWAY AGENCY","19","1254","1","Concrete (cast in place)","Arch culvert","1942","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","53266"
"S","Fair","565","02002202702100","ALLEGHENY","Monroeville Borough","AT TR 286 EXIT RAMP","US 0022 EB WB","THOMPSON RUN","STATE HIGHWAY AGENCY","29","1276","1","Concrete (cast in place)","Arch culvert","1943","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","29233"
"S","Fair","566","02002202800680","ALLEGHENY","Monroeville Borough","NEAR TR 286 EXIT RAMP","US 0022 EB WB","ABERS CREEK","STATE HIGHWAY AGENCY","39","2535","1","Concrete (cast in place)","Arch culvert","1943","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","29233"
"S","Fair","580","02002800800200","ALLEGHENY","Millvale Borough","SR 28 N.B. OVER BRIDGE ST","SR 28 NB","BRIDGE ST.","STATE HIGHWAY AGENCY","76","3176.80","1","Steel","I beams","1962","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","26192"
"S","Fair","582","02002800800981","ALLEGHENY","Millvale Borough","SR 28 N.B. OVER RAMP B","SR 0028 SB","RAMP B","STATE HIGHWAY AGENCY","32","1257.60","1","Concrete (cast in place)","T-beams","1963","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","33877"
"S","Fair","599","02002801410000","ALLEGHENY","Etna Borough, Sharpsburg Borough","ETNA INTERCHANGE SB","SR 28 SB","RT 8 NB/SB, RT 8 RMPS","STATE HIGHWAY AGENCY","1046","36505.40","12","Steel","I-welded beams","1960","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","8 - Very Good","7 - Good","N - Not applicable.","SPC","30704"
"S","Fair","600","02002801500470","ALLEGHENY","Sharpsburg Borough","SHARPSBURG,NB O/RAVINE ST","SR 0028 SH","SR 1007-RAVINE ST.","STATE HIGHWAY AGENCY","121","6655","3","Steel","I beams","1963","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","30912"
